PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
3,65 or more,Part-time Nonseasonal,"$50,000 - $59,999",47,21557,12235,25502
1,55-59,Intermittent Nonseasonal,"$130,000 - $139,999",47,30359,14808,5096
3,50-54,Full-time Nonseasonal,"$90,000 - $99,999",47,24493,200793,14905
2,65 or more,Full-time Nonseasonal,"$170,000 - $179,999",46,21557,200793,945
5,25-29,Intermittent Nonseasonal,"$40,000 - $49,999",46,24507,14808,29706
2,45-49,Full-time Nonseasonal,"$170,000 - $179,999",45,21059,200793,945
5,35-39,Full-time Nonseasonal,"$80,000 - $89,999",45,21648,200793,14182
2,50-54,Intermittent Nonseasonal,"$50,000 - $59,999",45,24493,14808,25502
6,20-24,Part-time Nonseasonal,"$30,000 - $39,999",45,15279,12235,40789
1,40-44,Full-time Nonseasonal,"$170,000 - $179,999",45,19462,200793,945
5,55-59,Full-time Nonseasonal,"$90,000 - $99,999",44,30359,200793,14905
6,45-49,Part-time Nonseasonal,"$20,000 - $29,999",44,21059,12235,26970
4,65 or more,Full-time Nonseasonal,"$60,000 - $69,999",44,21557,200793,19480
2,60-64,Intermittent Nonseasonal,"$90,000 - $99,999",44,28247,14808,14905
5,35-39,Full-time Nonseasonal,"$60,000 - $69,999",44,21648,200793,19480
3,65 or more,Intermittent Nonseasonal,"$30,000 - $39,999",43,21557,14808,40789
5,25-29,Full-time Nonseasonal,"$60,000 - $69,999",43,24507,200793,19480
4,55-59,Full-time Nonseasonal,"$60,000 - $69,999",43,30359,200793,19480
3,25-29,Full-time Nonseasonal,"$60,000 - $69,999",43,24507,200793,19480
3,65 or more,Full-time Seasonal,"$30,000 - $39,999",43,21557,5720,40789
3,45-49,Full-time Nonseasonal,"$80,000 - $89,999",43,21059,200793,14182
2,25-29,Full-time Nonseasonal,"$100,000 - $109,999",43,24507,200793,10369
1,65 or more,Intermittent Nonseasonal,"$90,000 - $99,999",43,21557,14808,14905
2,65 or more,Intermittent Nonseasonal,"$150,000 - $159,999",42,21557,14808,4567
3,50-54,Intermittent Nonseasonal,"$40,000 - $49,999",42,24493,14808,29706
1,35-39,Part-time Nonseasonal,"$60,000 - $69,999",41,21648,12235,19480
3,60-64,Full-time Nonseasonal,"$100,000 - $109,999",41,28247,200793,10369
2,40-44,Full-time Nonseasonal,"$160,000 - $169,999",41,19462,200793,1603
3,60-64,Part-time Nonseasonal,"$50,000 - $59,999",41,28247,12235,25502
2,65 or more,Full-time Nonseasonal,"$40,000 - $49,999",41,21557,200793,29706
6,Unspecified,Full-time Nonseasonal,"Less than $20,000",41,99,200793,1961
3,40-44,Full-time Nonseasonal,"$80,000 - $89,999",41,19462,200793,14182
1,50-54,Intermittent Nonseasonal,"$130,000 - $139,999",41,24493,14808,5096
2,55-59,Intermittent Nonseasonal,Unspecified or Zero,40,30359,14808,1350
6,65 or more,Part-time Nonseasonal,"$30,000 - $39,999",40,21557,12235,40789
5,55-59,Full-time Nonseasonal,"$80,000 - $89,999",40,30359,200793,14182
6,40-44,Part-time Nonseasonal,"$30,000 - $39,999",40,19462,12235,40789
3,40-44,Part-time Nonseasonal,"$40,000 - $49,999",40,19462,12235,29706
1,65 or more,Intermittent Nonseasonal,"$150,000 - $159,999",40,21557,14808,4567
3,Less than 20,Part-time Nonseasonal,"$20,000 - $29,999",39,2541,12235,26970
5,30-34,Intermittent Nonseasonal,"$30,000 - $39,999",39,26878,14808,40789
6,35-39,Part-time Nonseasonal,"$20,000 - $29,999",39,21648,12235,26970
2,55-59,Intermittent Nonseasonal,"$30,000 - $39,999",39,30359,14808,40789
1,55-59,Intermittent Nonseasonal,"$110,000 - $119,999",38,30359,14808,8683
3,45-49,Intermittent Nonseasonal,"$40,000 - $49,999",38,21059,14808,29706
5,20-24,Full-time Nonseasonal,"$50,000 - $59,999",38,15279,200793,25502
5,30-34,Full-time Nonseasonal,"$80,000 - $89,999",38,26878,200793,14182
5,30-34,Intermittent Nonseasonal,"$20,000 - $29,999",38,26878,14808,26970
1,35-39,Full-time Nonseasonal,"$160,000 - $169,999",38,21648,200793,1603
3,35-39,Intermittent Nonseasonal,"$40,000 - $49,999",38,21648,14808,29706
6,60-64,Part-time Nonseasonal,"$30,000 - $39,999",38,28247,12235,40789
4,Less than 20,Part-time Nonseasonal,"Less than $20,000",38,2541,12235,1961
3,30-34,Part-time Nonseasonal,"$20,000 - $29,999",38,26878,12235,26970
1,60-64,Full-time Seasonal,"$60,000 - $69,999",37,28247,5720,19480
1,55-59,Intermittent Nonseasonal,"$60,000 - $69,999",37,30359,14808,19480
1,40-44,Full-time Nonseasonal,"$160,000 - $169,999",37,19462,200793,1603
2,30-34,Intermittent Nonseasonal,"$30,000 - $39,999",37,26878,14808,40789
1,60-64,Full-time Seasonal,"$80,000 - $89,999",37,28247,5720,14182
2,55-59,Intermittent Nonseasonal,"$40,000 - $49,999",37,30359,14808,29706
1,65 or more,Full-time Seasonal,"$70,000 - $79,999",37,21557,5720,19003
5,60-64,Full-time Nonseasonal,"$50,000 - $59,999",37,28247,200793,25502
2,30-34,Full-time Nonseasonal,"$140,000 - $149,999",36,26878,200793,2587
2,50-54,Intermittent Nonseasonal,"$40,000 - $49,999",36,24493,14808,29706
1,65 or more,Intermittent Nonseasonal,Unspecified or Zero,36,21557,14808,1350
2,40-44,Intermittent Nonseasonal,"$50,000 - $59,999",36,19462,14808,25502
3,40-44,Intermittent Nonseasonal,"$20,000 - $29,999",36,19462,14808,26970
3,40-44,Intermittent Nonseasonal,"$40,000 - $49,999",36,19462,14808,29706
1,35-39,Full-time Nonseasonal,"$170,000 - $179,999",36,21648,200793,945
2,20-24,Intermittent Nonseasonal,"$20,000 - $29,999",36,15279,14808,26970
1,25-29,Full-time Nonseasonal,"$110,000 - $119,999",36,24507,200793,8683
3,20-24,Full-time Nonseasonal,"$50,000 - $59,999",36,15279,200793,25502
2,60-64,Part-time Nonseasonal,"$70,000 - $79,999",36,28247,12235,19003
2,55-59,Intermittent Nonseasonal,"$60,000 - $69,999",36,30359,14808,19480
1,35-39,Full-time Seasonal,"$60,000 - $69,999",35,21648,5720,19480
6,Less than 20,Part-time Nonseasonal,"Less than $20,000",35,2541,12235,1961
6,40-44,Part-time Nonseasonal,"$20,000 - $29,999",35,19462,12235,26970
3,35-39,Full-time Nonseasonal,"$100,000 - $109,999",35,21648,200793,10369
1,30-34,Part-time Nonseasonal,"$20,000 - $29,999",35,26878,12235,26970
3,45-49,Part-time Nonseasonal,"$40,000 - $49,999",35,21059,12235,29706
5,40-44,Full-time Nonseasonal,"$20,000 - $29,999",35,19462,200793,26970
6,20-24,Intermittent Nonseasonal,"$30,000 - $39,999",35,15279,14808,40789
1,60-64,Intermittent Nonseasonal,"$60,000 - $69,999",35,28247,14808,19480
5,25-29,Part-time Nonseasonal,"$40,000 - $49,999",35,24507,12235,29706
3,65 or more,Part-time Nonseasonal,"$20,000 - $29,999",35,21557,12235,26970
1,50-54,Full-time Nonseasonal,"$170,000 - $179,999",35,24493,200793,945
1,55-59,Full-time Seasonal,"$70,000 - $79,999",35,30359,5720,19003
3,55-59,Full-time Nonseasonal,Unspecified or Zero,34,30359,200793,1350
1,25-29,Intermittent Nonseasonal,"$110,000 - $119,999",34,24507,14808,8683
1,45-49,Intermittent Nonseasonal,"$50,000 - $59,999",34,21059,14808,25502
5,60-64,Full-time Nonseasonal,"$30,000 - $39,999",34,28247,200793,40789
1,20-24,Full-time Nonseasonal,"Less than $20,000",34,15279,200793,1961
5,55-59,Full-time Nonseasonal,"$70,000 - $79,999",34,30359,200793,19003
3,55-59,Intermittent Seasonal,"$20,000 - $29,999",34,30359,1773,26970
2,60-64,Intermittent Nonseasonal,"$30,000 - $39,999",34,28247,14808,40789
3,55-59,Intermittent Nonseasonal,"$40,000 - $49,999",34,30359,14808,29706
6,50-54,Full-time Nonseasonal,"$90,000 - $99,999",33,24493,200793,14905
1,40-44,Intermittent Nonseasonal,"$50,000 - $59,999",33,19462,14808,25502
3,30-34,Intermittent Nonseasonal,"$40,000 - $49,999",33,26878,14808,29706
5,45-49,Full-time Nonseasonal,"$20,000 - $29,999",33,21059,200793,26970
1,55-59,Part-time Nonseasonal,"$180,000 or more",33,30359,12235,3065
4,30-34,Full-time Nonseasonal,"$50,000 - $59,999",33,26878,200793,25502
2,65 or more,Part-time Nonseasonal,"$70,000 - $79,999",33,21557,12235,19003
6,30-34,Full-time Seasonal,"$30,000 - $39,999",33,26878,5720,40789
3,45-49,Intermittent Seasonal,"$20,000 - $29,999",33,21059,1773,26970
1,35-39,Intermittent Nonseasonal,"$60,000 - $69,999",33,21648,14808,19480
1,50-54,Intermittent Nonseasonal,"$60,000 - $69,999",33,24493,14808,19480
2,30-34,Intermittent Nonseasonal,"$40,000 - $49,999",33,26878,14808,29706
6,60-64,Part-time Nonseasonal,"$20,000 - $29,999",32,28247,12235,26970
6,40-44,Full-time Nonseasonal,"$80,000 - $89,999",32,19462,200793,14182
3,65 or more,Intermittent Nonseasonal,"$50,000 - $59,999",32,21557,14808,25502
1,65 or more,Intermittent Nonseasonal,"$60,000 - $69,999",32,21557,14808,19480
3,Less than 20,Intermittent Nonseasonal,"$20,000 - $29,999",32,2541,14808,26970
2,50-54,Intermittent Nonseasonal,"$30,000 - $39,999",32,24493,14808,40789
3,65 or more,Intermittent Nonseasonal,"$40,000 - $49,999",32,21557,14808,29706
3,35-39,Full-time Nonseasonal,Unspecified or Zero,32,21648,200793,1350
2,55-59,Intermittent Nonseasonal,"$70,000 - $79,999",32,30359,14808,19003
1,65 or more,Part-time Nonseasonal,"$110,000 - $119,999",31,21557,12235,8683
1,60-64,Intermittent Nonseasonal,"$90,000 - $99,999",31,28247,14808,14905
3,35-39,Full-time Nonseasonal,"$80,000 - $89,999",31,21648,200793,14182
5,40-44,Full-time Nonseasonal,"$80,000 - $89,999",31,19462,200793,14182
1,50-54,Part-time Nonseasonal,"$70,000 - $79,999",31,24493,12235,19003
3,40-44,Intermittent Seasonal,"$20,000 - $29,999",31,19462,1773,26970
1,60-64,Part-time Nonseasonal,"$90,000 - $99,999",31,28247,12235,14905
2,60-64,Part-time Nonseasonal,"$80,000 - $89,999",31,28247,12235,14182
5,40-44,Full-time Nonseasonal,"$90,000 - $99,999",31,19462,200793,14905
5,50-54,Full-time Nonseasonal,"$100,000 - $109,999",30,24493,200793,10369
1,55-59,Intermittent Nonseasonal,"$20,000 - $29,999",30,30359,14808,26970
5,45-49,Full-time Nonseasonal,"$80,000 - $89,999",30,21059,200793,14182
1,25-29,Full-time Seasonal,"$40,000 - $49,999",30,24507,5720,29706
3,45-49,Full-time Nonseasonal,"$90,000 - $99,999",30,21059,200793,14905
3,60-64,Intermittent Nonseasonal,"$20,000 - $29,999",30,28247,14808,26970
3,50-54,Part-time Nonseasonal,"$40,000 - $49,999",30,24493,12235,29706
1,30-34,Part-time Nonseasonal,"$70,000 - $79,999",30,26878,12235,19003
5,35-39,Part-time Nonseasonal,"$20,000 - $29,999",30,21648,12235,26970
3,35-39,Full-time Seasonal,"$20,000 - $29,999",29,21648,5720,26970
6,30-34,Full-time Seasonal,"$40,000 - $49,999",29,26878,5720,29706
1,25-29,Intermittent Nonseasonal,"$30,000 - $39,999",28,24507,14808,40789
6,35-39,Full-time Nonseasonal,"$80,000 - $89,999",28,21648,200793,14182
5,35-39,Full-time Nonseasonal,"$90,000 - $99,999",28,21648,200793,14905
1,60-64,Intermittent Nonseasonal,"$100,000 - $109,999",28,28247,14808,10369
2,60-64,Full-time Nonseasonal,Unspecified or Zero,28,28247,200793,1350
1,30-34,Intermittent Nonseasonal,"$50,000 - $59,999",28,26878,14808,25502
2,60-64,Intermittent Nonseasonal,"$130,000 - $139,999",28,28247,14808,5096
1,35-39,Part-time Nonseasonal,"$70,000 - $79,999",28,21648,12235,19003
1,30-34,Intermittent Nonseasonal,"$180,000 or more",28,26878,14808,3065
2,30-34,Intermittent Nonseasonal,"$20,000 - $29,999",28,26878,14808,26970
1,40-44,Full-time Seasonal,"$60,000 - $69,999",28,19462,5720,19480
6,Unspecified,Part-time Nonseasonal,"Less than $20,000",28,99,12235,1961
3,55-59,Full-time Nonseasonal,"$120,000 - $129,999",28,30359,200793,5366
4,50-54,Full-time Nonseasonal,"$60,000 - $69,999",27,24493,200793,19480
1,30-34,Full-time Nonseasonal,"$140,000 - $149,999",27,26878,200793,2587
5,50-54,Full-time Nonseasonal,"$20,000 - $29,999",27,24493,200793,26970
1,45-49,Full-time Nonseasonal,"$170,000 - $179,999",27,21059,200793,945
1,30-34,Intermittent Nonseasonal,"$60,000 - $69,999",27,26878,14808,19480
1,35-39,Full-time Seasonal,"$50,000 - $59,999",27,21648,5720,25502
1,45-49,Intermittent Nonseasonal,"$60,000 - $69,999",27,21059,14808,19480
3,40-44,Full-time Nonseasonal,"$90,000 - $99,999",27,19462,200793,14905
3,65 or more,Full-time Nonseasonal,"$100,000 - $109,999",27,21557,200793,10369
1,30-34,Full-time Seasonal,"$50,000 - $59,999",27,26878,5720,25502
3,60-64,Intermittent Nonseasonal,"$40,000 - $49,999",26,28247,14808,29706
3,60-64,Intermittent Seasonal,"$20,000 - $29,999",26,28247,1773,26970
1,55-59,Full-time Nonseasonal,"$40,000 - $49,999",26,30359,200793,29706
1,60-64,Full-time Nonseasonal,Unspecified or Zero,26,28247,200793,1350
6,25-29,Full-time Nonseasonal,"$70,000 - $79,999",26,24507,200793,19003
3,60-64,Full-time Nonseasonal,Unspecified or Zero,26,28247,200793,1350
2,60-64,Intermittent Nonseasonal,"$150,000 - $159,999",26,28247,14808,4567
3,65 or more,Full-time Seasonal,"$50,000 - $59,999",26,21557,5720,25502
1,60-64,Part-time Nonseasonal,"$80,000 - $89,999",26,28247,12235,14182
1,30-34,Full-time Seasonal,"$40,000 - $49,999",26,26878,5720,29706
2,35-39,Intermittent Nonseasonal,"$40,000 - $49,999",26,21648,14808,29706
1,50-54,Intermittent Nonseasonal,"$110,000 - $119,999",26,24493,14808,8683
6,60-64,Full-time Seasonal,"$40,000 - $49,999",26,28247,5720,29706
2,40-44,Intermittent Nonseasonal,"$40,000 - $49,999",26,19462,14808,29706
1,65 or more,Full-time Nonseasonal,Unspecified or Zero,25,21557,200793,1350
2,35-39,Intermittent Nonseasonal,"$30,000 - $39,999",25,21648,14808,40789
1,40-44,Intermittent Nonseasonal,"$60,000 - $69,999",25,19462,14808,19480
5,35-39,Intermittent Nonseasonal,"$30,000 - $39,999",25,21648,14808,40789
4,65 or more,Part-time Nonseasonal,"$40,000 - $49,999",25,21557,12235,29706
3,50-54,Intermittent Nonseasonal,"$20,000 - $29,999",25,24493,14808,26970
3,55-59,Part-time Nonseasonal,"$50,000 - $59,999",25,30359,12235,25502
6,65 or more,Part-time Nonseasonal,"$20,000 - $29,999",25,21557,12235,26970
3,55-59,Full-time Nonseasonal,"$110,000 - $119,999",25,30359,200793,8683
2,40-44,Full-time Nonseasonal,"$180,000 or more",25,19462,200793,3065
1,40-44,Full-time Seasonal,"$50,000 - $59,999",25,19462,5720,25502
1,20-24,Full-time Nonseasonal,"$70,000 - $79,999",25,15279,200793,19003
3,30-34,Full-time Nonseasonal,"$80,000 - $89,999",25,26878,200793,14182
2,50-54,Intermittent Nonseasonal,"$60,000 - $69,999",24,24493,14808,19480
5,65 or more,Full-time Nonseasonal,"$30,000 - $39,999",24,21557,200793,40789
2,55-59,Full-time Nonseasonal,Unspecified or Zero,24,30359,200793,1350
2,50-54,Full-time Nonseasonal,Unspecified or Zero,24,24493,200793,1350
6,Less than 20,Part-time Nonseasonal,"$20,000 - $29,999",24,2541,12235,26970
6,65 or more,Intermittent Nonseasonal,"$30,000 - $39,999",24,21557,14808,40789
1,60-64,Part-time Nonseasonal,"$70,000 - $79,999",24,28247,12235,19003
1,65 or more,Part-time Nonseasonal,"$150,000 - $159,999",24,21557,12235,4567
3,55-59,Part-time Nonseasonal,"$20,000 - $29,999",24,30359,12235,26970
1,45-49,Full-time Seasonal,"$60,000 - $69,999",24,21059,5720,19480
3,60-64,Full-time Nonseasonal,"$110,000 - $119,999",24,28247,200793,8683
2,65 or more,Intermittent Nonseasonal,"$110,000 - $119,999",23,21557,14808,8683
1,40-44,Part-time Nonseasonal,"$60,000 - $69,999",23,19462,12235,19480
2,60-64,Part-time Nonseasonal,"$90,000 - $99,999",23,28247,12235,14905
1,25-29,Full-time Nonseasonal,"Less than $20,000",23,24507,200793,1961
6,50-54,Full-time Seasonal,"$30,000 - $39,999",23,24493,5720,40789
1,55-59,Intermittent Nonseasonal,"$100,000 - $109,999",23,30359,14808,10369
1,40-44,Intermittent Nonseasonal,"$90,000 - $99,999",23,19462,14808,14905
1,55-59,Full-time Seasonal,"$80,000 - $89,999",23,30359,5720,14182
1,20-24,Part-time Nonseasonal,"$20,000 - $29,999",23,15279,12235,26970
6,65 or more,Full-time Seasonal,"$50,000 - $59,999",23,21557,5720,25502
1,60-64,Part-time Nonseasonal,"$110,000 - $119,999",23,28247,12235,8683
1,55-59,Full-time Nonseasonal,"$20,000 - $29,999",23,30359,200793,26970
3,65 or more,Intermittent Nonseasonal,"$20,000 - $29,999",23,21557,14808,26970
1,65 or more,Intermittent Nonseasonal,"$120,000 - $129,999",23,21557,14808,5366
1,35-39,Intermittent Nonseasonal,"$50,000 - $59,999",23,21648,14808,25502
3,20-24,Part-time Nonseasonal,"$40,000 - $49,999",23,15279,12235,29706
1,35-39,Full-time Nonseasonal,"$30,000 - $39,999",23,21648,200793,40789
1,65 or more,Full-time Seasonal,"$60,000 - $69,999",22,21557,5720,19480
1,40-44,Full-time Nonseasonal,"$20,000 - $29,999",22,19462,200793,26970
3,35-39,Part-time Seasonal,"$30,000 - $39,999",22,21648,761,40789
1,65 or more,Part-time Nonseasonal,"$80,000 - $89,999",22,21557,12235,14182
1,30-34,Intermittent Nonseasonal,"$30,000 - $39,999",22,26878,14808,40789
5,40-44,Part-time Nonseasonal,"$30,000 - $39,999",22,19462,12235,40789
1,65 or more,Part-time Nonseasonal,"$130,000 - $139,999",22,21557,12235,5096
6,65 or more,Part-time Nonseasonal,"$40,000 - $49,999",22,21557,12235,29706
2,45-49,Intermittent Nonseasonal,"$60,000 - $69,999",22,21059,14808,19480
5,40-44,Part-time Nonseasonal,"$20,000 - $29,999",22,19462,12235,26970
6,30-34,Full-time Nonseasonal,"$80,000 - $89,999",22,26878,200793,14182
3,55-59,Full-time Seasonal,"$50,000 - $59,999",22,30359,5720,25502
1,45-49,Intermittent Nonseasonal,"$130,000 - $139,999",22,21059,14808,5096
2,65 or more,Part-time Nonseasonal,"$30,000 - $39,999",22,21557,12235,40789
3,60-64,Part-time Nonseasonal,"$20,000 - $29,999",22,28247,12235,26970
2,30-34,Intermittent Nonseasonal,"$50,000 - $59,999",22,26878,14808,25502
3,25-29,Full-time Nonseasonal,"$70,000 - $79,999",22,24507,200793,19003
3,20-24,Part-time Seasonal,"$20,000 - $29,999",22,15279,761,26970
6,40-44,Full-time Seasonal,"$30,000 - $39,999",22,19462,5720,40789
1,30-34,Full-time Nonseasonal,"$150,000 - $159,999",21,26878,200793,4567
3,45-49,Full-time Nonseasonal,"$110,000 - $119,999",21,21059,200793,8683
2,25-29,Intermittent Nonseasonal,"$40,000 - $49,999",21,24507,14808,29706
1,60-64,Part-time Nonseasonal,"$150,000 - $159,999",21,28247,12235,4567
1,65 or more,Part-time Nonseasonal,"$90,000 - $99,999",21,21557,12235,14905
1,30-34,Part-time Nonseasonal,"$90,000 - $99,999",21,26878,12235,14905
1,65 or more,Intermittent Nonseasonal,"$160,000 - $169,999",21,21557,14808,1603
1,25-29,Intermittent Nonseasonal,"$90,000 - $99,999",21,24507,14808,14905
1,40-44,Intermittent Nonseasonal,"$30,000 - $39,999",21,19462,14808,40789
1,55-59,Intermittent Seasonal,"Less than $20,000",21,30359,1773,1961
6,45-49,Intermittent Nonseasonal,"$30,000 - $39,999",21,21059,14808,40789
1,50-54,Intermittent Nonseasonal,"$90,000 - $99,999",21,24493,14808,14905
1,50-54,Intermittent Nonseasonal,"$40,000 - $49,999",21,24493,14808,29706
2,65 or more,Part-time Nonseasonal,"$80,000 - $89,999",21,21557,12235,14182
1,50-54,Full-time Seasonal,"$60,000 - $69,999",21,24493,5720,19480
4,Unspecified,Part-time Nonseasonal,"Less than $20,000",21,99,12235,1961
1,50-54,Full-time Nonseasonal,"$20,000 - $29,999",21,24493,200793,26970
1,35-39,Intermittent Nonseasonal,"$30,000 - $39,999",21,21648,14808,40789
6,35-39,Full-time Seasonal,"$30,000 - $39,999",21,21648,5720,40789
2,35-39,Intermittent Nonseasonal,"$20,000 - $29,999",21,21648,14808,26970
1,35-39,Intermittent Nonseasonal,"$180,000 or more",21,21648,14808,3065
2,40-44,Full-time Nonseasonal,Unspecified or Zero,21,19462,200793,1350
2,40-44,Intermittent Nonseasonal,"$60,000 - $69,999",21,19462,14808,19480
3,50-54,Intermittent Seasonal,"$20,000 - $29,999",21,24493,1773,26970
2,35-39,Intermittent Nonseasonal,"$50,000 - $59,999",20,21648,14808,25502
1,25-29,Full-time Nonseasonal,"$120,000 - $129,999",20,24507,200793,5366
2,50-54,Intermittent Nonseasonal,Unspecified or Zero,20,24493,14808,1350
5,20-24,Intermittent Nonseasonal,Unspecified or Zero,20,15279,14808,1350
2,65 or more,Part-time Nonseasonal,"$90,000 - $99,999",20,21557,12235,14905
1,55-59,Part-time Nonseasonal,"$90,000 - $99,999",20,30359,12235,14905
1,30-34,Part-time Nonseasonal,"$80,000 - $89,999",20,26878,12235,14182
2,45-49,Intermittent Nonseasonal,"$40,000 - $49,999",20,21059,14808,29706
3,50-54,Full-time Nonseasonal,"$100,000 - $109,999",20,24493,200793,10369
3,50-54,Part-time Nonseasonal,"$50,000 - $59,999",20,24493,12235,25502
6,50-54,Full-time Seasonal,"$40,000 - $49,999",20,24493,5720,29706
3,40-44,Full-time Seasonal,"$20,000 - $29,999",20,19462,5720,26970
1,55-59,Part-time Nonseasonal,"$70,000 - $79,999",20,30359,12235,19003
4,20-24,Part-time Nonseasonal,"Less than $20,000",20,15279,12235,1961
2,45-49,Intermittent Nonseasonal,"$20,000 - $29,999",20,21059,14808,26970
3,60-64,Full-time Seasonal,"$50,000 - $59,999",20,28247,5720,25502
2,45-49,Full-time Nonseasonal,Unspecified or Zero,20,21059,200793,1350
4,Less than 20,Full-time Nonseasonal,"$30,000 - $39,999",20,2541,200793,40789
1,40-44,Intermittent Nonseasonal,"$40,000 - $49,999",20,19462,14808,29706
1,45-49,Intermittent Nonseasonal,"$90,000 - $99,999",20,21059,14808,14905
2,40-44,Intermittent Nonseasonal,"$30,000 - $39,999",20,19462,14808,40789
2,45-49,Intermittent Nonseasonal,Unspecified or Zero,20,21059,14808,1350
1,35-39,Part-time Nonseasonal,"$80,000 - $89,999",19,21648,12235,14182
1,35-39,Part-time Nonseasonal,"$90,000 - $99,999",19,21648,12235,14905
5,35-39,Part-time Nonseasonal,"$30,000 - $39,999",19,21648,12235,40789
3,40-44,Full-time Nonseasonal,"$110,000 - $119,999",19,19462,200793,8683
6,50-54,Intermittent Nonseasonal,"$30,000 - $39,999",19,24493,14808,40789
3,40-44,Full-time Nonseasonal,"$100,000 - $109,999",19,19462,200793,10369
1,30-34,Intermittent Nonseasonal,"$90,000 - $99,999",19,26878,14808,14905
5,55-59,Full-time Nonseasonal,"$100,000 - $109,999",19,30359,200793,10369
1,65 or more,Intermittent Nonseasonal,"$180,000 or more",19,21557,14808,3065
1,65 or more,Intermittent Nonseasonal,"$80,000 - $89,999",19,21557,14808,14182
1,65 or more,Part-time Nonseasonal,"$100,000 - $109,999",19,21557,12235,10369
1,60-64,Full-time Seasonal,"$90,000 - $99,999",19,28247,5720,14905
6,55-59,Part-time Nonseasonal,"$40,000 - $49,999",19,30359,12235,29706
5,30-34,Intermittent Nonseasonal,"$40,000 - $49,999",19,26878,14808,29706
1,40-44,Part-time Nonseasonal,"$70,000 - $79,999",19,19462,12235,19003
6,65 or more,Full-time Seasonal,"$40,000 - $49,999",19,21557,5720,29706
4,Less than 20,Part-time Nonseasonal,"$20,000 - $29,999",19,2541,12235,26970
1,35-39,Intermittent Nonseasonal,"$70,000 - $79,999",19,21648,14808,19003
1,35-39,Part-time Nonseasonal,"$110,000 - $119,999",19,21648,12235,8683
6,20-24,Intermittent Nonseasonal,"$20,000 - $29,999",19,15279,14808,26970
3,65 or more,Full-time Nonseasonal,Unspecified or Zero,19,21557,200793,1350
1,50-54,Full-time Seasonal,"$70,000 - $79,999",19,24493,5720,19003
6,60-64,Part-time Nonseasonal,"$40,000 - $49,999",19,28247,12235,29706
4,20-24,Full-time Seasonal,"$30,000 - $39,999",19,15279,5720,40789
3,50-54,Full-time Nonseasonal,Unspecified or Zero,18,24493,200793,1350
2,20-24,Intermittent Nonseasonal,"$30,000 - $39,999",18,15279,14808,40789
3,40-44,Part-time Nonseasonal,"$20,000 - $29,999",18,19462,12235,26970
3,35-39,Part-time Nonseasonal,"$20,000 - $29,999",18,21648,12235,26970
1,35-39,Full-time Nonseasonal,Unspecified or Zero,18,21648,200793,1350
5,20-24,Part-time Nonseasonal,"$40,000 - $49,999",18,15279,12235,29706
2,55-59,Intermittent Nonseasonal,"$150,000 - $159,999",18,30359,14808,4567
2,65 or more,Full-time Nonseasonal,Unspecified or Zero,18,21557,200793,1350
1,40-44,Full-time Seasonal,"$70,000 - $79,999",18,19462,5720,19003
3,60-64,Intermittent Nonseasonal,"$50,000 - $59,999",18,28247,14808,25502
2,65 or more,Part-time Nonseasonal,"$110,000 - $119,999",18,21557,12235,8683
5,35-39,Intermittent Nonseasonal,"$20,000 - $29,999",18,21648,14808,26970
2,55-59,Part-time Nonseasonal,"$90,000 - $99,999",18,30359,12235,14905
1,45-49,Full-time Seasonal,"$70,000 - $79,999",18,21059,5720,19003
1,55-59,Part-time Nonseasonal,"$100,000 - $109,999",18,30359,12235,10369
5,65 or more,Full-time Nonseasonal,"$40,000 - $49,999",18,21557,200793,29706
1,25-29,Intermittent Nonseasonal,"Less than $20,000",18,24507,14808,1961
1,35-39,Full-time Seasonal,"$40,000 - $49,999",18,21648,5720,29706
1,30-34,Full-time Nonseasonal,"$170,000 - $179,999",18,26878,200793,945
6,25-29,Full-time Seasonal,"$40,000 - $49,999",18,24507,5720,29706
1,40-44,Intermittent Nonseasonal,"$130,000 - $139,999",18,19462,14808,5096
6,45-49,Full-time Seasonal,"$30,000 - $39,999",18,21059,5720,40789
1,30-34,Full-time Nonseasonal,"$160,000 - $169,999",18,26878,200793,1603
6,60-64,Full-time Seasonal,"$30,000 - $39,999",18,28247,5720,40789
1,35-39,Part-time Nonseasonal,"$50,000 - $59,999",18,21648,12235,25502
2,40-44,Intermittent Nonseasonal,"$20,000 - $29,999",18,19462,14808,26970
5,55-59,Full-time Nonseasonal,"$110,000 - $119,999",17,30359,200793,8683
1,60-64,Part-time Nonseasonal,"$130,000 - $139,999",17,28247,12235,5096
1,45-49,Part-time Nonseasonal,"$80,000 - $89,999",17,21059,12235,14182
1,55-59,Full-time Nonseasonal,Unspecified or Zero,17,30359,200793,1350
4,60-64,Part-time Nonseasonal,"$40,000 - $49,999",17,28247,12235,29706
3,60-64,Part-time Seasonal,"$30,000 - $39,999",17,28247,761,40789
2,45-49,Intermittent Nonseasonal,"$70,000 - $79,999",17,21059,14808,19003
1,65 or more,Part-time Nonseasonal,"$70,000 - $79,999",17,21557,12235,19003
1,25-29,Intermittent Nonseasonal,"$50,000 - $59,999",17,24507,14808,25502
3,50-54,Full-time Nonseasonal,"$110,000 - $119,999",17,24493,200793,8683
1,25-29,Part-time Nonseasonal,"$70,000 - $79,999",17,24507,12235,19003
